number,meal_type,meal_slot,tags,title,ingredients,instructions,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),Water (g)
200736,recipe,,Vegan Mains,Vegan Pasta Primavera,"['Pasta', 'Broccoli florets', 'Bell peppers', 'Cherry tomatoes', 'Olive oil', 'Garlic', 'Basil leaves', 'Salt', 'Black pepper', 'Red pepper flakes']","{'1': 'Cook the pasta according to package instructions', '2': 'In a pan', '3': 'Add minced garlic and sautÃ© until fragrant', '4': 'Add broccoli', '5': 'Season with salt', '6': 'SautÃ© until vegetables are tender', '7': 'Add cooked pasta to the pan and toss to combine', '8': 'Finish with torn basil leaves before serving'}",278.58,0.397,1.692,0,0.162,30.023,4.661,20.527,2.8560000000000003,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.96,0.012,0.007,0.042,0.074,0.0,0.18,0.18,0.18,1.482,0.0,0,0.6,0.0,6.269,0,7.902,11.16,9.18,1.5,0,0,0.018,0.588,24.36,1.62,0.0,0.0,0.0,0
200737,recipe,,Vegan Mains,Vegan Pizza with Vegetable Toppings,"['Pizza dough', 'Tomato sauce', 'Vegan cheese', 'Bell peppers', 'Mushrooms', 'Red onion']","{'1': 'Preheat the oven to 425Â°F', '2': 'Roll out the pizza dough on a baking sheet', '3': 'Spread tomato sauce over the dough', '4': 'Sprinkle vegan cheese on top', '5': 'Arrange bell peppers', '6': 'Bake in the oven for 15-20 minutes until crust is golden brown'}",399.75,29.645000000000003,26.698,0,2.6,19.447000000000003,5.828,8.855999999999998,2.883,105.5,8.0,156.5,112.0,1655.5,122.0,0.0,38.0,0.375,0.7949999999999999,5.655,0.661,23.5,42.25,83.25,66.25,173.625,1.63,0,10.025,1.4500000000000002,0.543,0,5.9,67.75,242.25,55.0,0,0,0.6500000000000001,24.6,616.75,2797.0,0.0,0.0,0.0,0
200740,recipe,,Vegan Mains,Vegan Stuffed Bell Peppers with Rice and Beans,"['Bell peppers', 'Brown rice', 'Black beans', 'Onion', 'Garlic', 'Tomato sauce', 'Cumin', 'Chili powder', 'Salt', 'Black pepper', 'Olive oil']","{'1': 'Preheat the oven to 375Â°F', '2': 'Cook the brown rice according to package instructions', '3': 'In a skillet', '4': 'Add chopped onion and minced garlic', '5': 'Stir in black beans', '6': 'Simmer for 5 minutes', '7': 'Remove tops and seeds from bell peppers', '8': 'Stuff the bell peppers with the rice and bean mixture', '9': 'Place stuffed peppers in a baking dish', '10': 'Bake in the preheated oven for 25-30 minutes', '11': 'Serve hot and enjoy!'}",556.98,14.029,55.188,0,11.922,33.791,5.443,21.192,4.682,16.8,0.0,180.0,134.4,2006.7,151.20000000000002,199.2,44.16,0.156,0.223,1.12,0.523,2.4,19.38,24.18,21.78,55.00200000000001,0.0,0,10.2,0.0,6.389,0,9.342,131.16,270.78,99.9,0,0,0.591,13.067999999999998,854.7599999999999,2308.02,0.0,0.0,0.0,0
200741,recipe,,Vegan Mains,Vegan Shepherd's Pie,"['Potatoes', 'Carrots', 'Onion', 'Lentils', 'Tomato paste', 'Vegetable broth', 'Peas', 'Olive oil', 'Salt', 'Pepper', 'Paprika']","{'1': 'Preheat the oven to 375Â°F', '2': 'Peel and chop the potatoes', '3': 'In a pan', '4': 'Add carrots', '5': 'Stir in the peas', '6': 'Boil the potatoes until tender', '7': 'Transfer the lentil mixture into a baking dish', '8': 'Top with mashed potatoes', '9': 'Bake for 25 minutes or until the top is golden brown'}",760.9,25.804,67.98599999999999,0,25.89,45.733,7.736000000000001,25.445,9.007,10.0,65.0,1445.4,5238.0,13925.2,27.5,2103.9,3065.9,0.5670000000000001,0.593,5.359,0.932,0.0,478.6,478.6,478.6,117.775,0.65,0,44.42,1.25,9.32,0,255.14,271.15,573.8,164.2,0,0,0.774,8.24,2087.85,691.1999999999999,0.0,0.0,0.0,0
200742,recipe,,Vegan Mains,Eggplant Parmesan,"['Eggplant', 'Tomato sauce', 'Vegan mozzarella cheese', 'Vegan parmesan cheese', 'Breadcrumbs', 'Olive oil']","{'1': 'Preheat the oven to 375Â°F', '2': 'Slice the eggplant and season with salt', '3': 'Coat the eggplant slices in breadcrumbs', '4': 'Layer the eggplant slices in a baking dish with tomato sauce', '5': 'Sprinkle vegan mozzarella and parmesan cheese on top', '6': 'Bake in the oven for 25-30 minutes until cheese is melted and bubbly'}",1124.0,25.94,50.68,0,22.5,98.97,14.536,49.106,29.255,0.0,0.0,331.0,224.0,3718.0,244.0,0.0,516.0,1.491,0.919,8.4,1.086,4.0,185.0,193.0,189.0,55.09,0.0,0,51.5,0.0,10.154,0,128.6,529.3,919.0,194.0,0,0,2.207,37.6,1785.3,3375.6,0.0,0.0,0.0,0
200744,recipe,,Vegan Mains,Black Bean Tacos with Guacamole,"['Black beans', 'Taco shells', 'Avocado', 'Tomato', 'Red onion', 'Lime juice', 'Cilantro', 'Salt', 'Pepper']","{'1': 'Mash the black beans in a bowl and season with salt and pepper', '2': 'Prepare the guacamole by mashing the avocado with lime juice', '3': 'Heat the taco shells in the oven', '4': 'Fill the taco shells with the seasoned black beans and top with guacamole', '5': 'Serve and enjoy!'}",617.05,18.574,87.977,0,21.905,25.662,4.243,15.605,4.031,18.8,8.0,55.25,39.6,510.9,67.0,199.2,534.6,0.425,0.381,5.172,0.56,21.5,163.79999999999998,200.8,185.8,81.53000000000002,0.025,0,18.525,0.1,3.595,0,63.875,138.1,342.6,132.2,0,0,0.788,21.67,1415.2,1197.35,0.0,0.0,0.0,0
200745,recipe,,Vegan Mains,Vegan Pad Thai,"['Rice noodles', 'Firm tofu', 'Bean sprouts', 'Carrot', 'Garlic cloves', 'Soy sauce', 'Peanut butter', 'Lime', 'Sesame oil', 'Red pepper flakes']","{'1': 'Soak rice noodles in hot water until tender', '2': 'Press tofu to remove excess water and cut into cubes', '3': 'Julienne carrot and mince garlic', '4': 'In a bowl', '5': 'In a pan', '6': 'Add carrot and bean sprouts', '7': 'Add cooked noodles and sauce', '8': 'Serve hot and garnish with additional lime wedges and peanuts'}",720.5200000000001,20.687,67.991,0,6.602,41.324,7.298999999999999,18.756,12.603000000000002,0.0,0.0,1.0,6.0,6.24,6.0,0.0,0.84,0.21,0.284,8.242,0.4359999999999999,0.0,110.32,110.32,110.32,56.006,0.0,0,13.68,0.0,4.93,0,35.291999999999994,66.2,322.42,135.2,0,0,0.481,12.382,593.44,2383.28,0.0,0.0,0.0,0
200747,recipe,,Vegan Mains,Sweet Potato and Black Bean Enchiladas,"['Sweet potato', 'Black beans', 'Corn tortillas', 'Red enchilada sauce', 'Red onion', 'cumin', 'Chili powder', 'Garlic powder', 'Salt', 'Black pepper', 'Olive oil', 'Cilantro']","{'1': 'Preheat the oven to 375Â°F', '2': 'Peel and dice the sweet potatoes', '3': 'Chop the red onion', '4': 'In a pan', '5': 'Add the chopped red onion and cook until translucent', '6': 'Add the diced sweet potatoes', '7': 'Add black beans and cook for another 2 minutes', '8': 'In a separate pan', '9': 'Fill each tortilla with the sweet potato and black bean mixture', '10': 'Pour the enchilada sauce over the rolled tortillas', '11': 'Bake in the preheated oven for 20 minutes', '12': 'Garnish with cilantro before serving'}",1574.86,36.42,229.734,0,25.909,59.476,12.197,28.446,11.644000000000002,36.68,103.52,3268.69,355.2,37637.11,302.40000000000003,4970.4,594.8,1.435,0.994,11.457999999999998,1.2719999999999998,84.71,118.42,264.2,205.1,118.06000000000002,0.099,0,51.613,0.394,16.072,0,46.176,302.42,571.21,216.08,0,0,1.145,51.276,2159.78,5262.14,0.0,0.0,0.0,0
200749,recipe,,Vegan Mains,Vegan Lasagna with Cashew Cheese,"['Lasagna noodles', 'Marinara sauce', 'Spinach', 'Cashews', 'Nutritional yeast', 'Garlic powder', 'Onion powder', 'Salt']","{'1': 'Preheat the oven to 375Â°F', '2': 'Soak cashews in water for 2 hours', '3': 'Blend soaked cashews', '4': 'Layer marinara sauce', '5': 'Repeat layers', '6': 'Cover with foil and bake for 30 minutes', '7': 'Remove foil and bake for an additional 10 minutes', '8': 'Let it cool before serving'}",2322.8,32.615,141.885,0,9.5,183.705,36.463,65.5,73.418,47.6,20.4,357.8,102.0,3855.6,238.0,0.0,6428.5,0.486,0.6910000000000001,3.2830000000000004,0.878,0.0,253.5,253.5,253.5,165.2,0.136,0,42.14,0.0,14.834,0,877.67,312.3,889.6,523.8,0,0,3.568,23.67,1891.9,4670.6,0.0,0.0,0.0,0
200750,recipe,,Vegan Mains,Quinoa Salad,"['Quinoa', 'Cucumber', 'Tomatoes', 'Red bell pepper', 'Red onion', 'Lemon juice', 'Olive oil', 'Fresh parsley', 'Salt', 'Black pepper']","{'1': 'Cook quinoa according to package instructions', '2': 'Dice cucumber', '3': 'Chop fresh parsley', '4': 'In a large bowl', '5': 'In a small bowl', '6': 'Pour the dressing over the quinoa salad and toss to combine', '7': 'Chill in the refrigerator for at least 30 minutes before serving'}",705.5,11.425,57.845,0,4.85,48.735,8.09,31.546000000000003,5.156000000000001,4.0,16.0,88.5,138.5,864.5,51.0,5626.0,280.5,0.618,0.348,4.822,0.288,43.0,62.5,136.5,106.5,32.135,0.05,0,37.7,0.2,10.881,0,52.1,80.45,175.0,63.5,0,0,0.2809999999999999,19.25,796.95,493.9,0.0,0.0,0.0,0
200752,recipe,,Vegetarian Mains,Vegetable Stir-Fry,"['Broccoli', 'Carrot', 'Red bell pepper', 'Snap peas', 'Firm tofu', 'Soy sauce', 'Vegetable oil']","{'1': 'Press the tofu to remove excess moisture', '2': 'Cut the tofu into cubes', '3': 'Prepare the vegetables by slicing them', '4': 'Heat vegetable oil in a pan', '5': 'Add tofu cubes and cook until golden brown', '6': 'Add vegetables and stir-fry for a few minutes', '7': 'Pour soy sauce and cook for another minute', '8': 'Serve hot'}",352.35,7.518,11.623,0,3.96,30.766,4.19,12.15,12.22,0.0,0.0,12.0,0.0,139.5,0.0,0.0,1117.5,0.131,0.245,1.947,0.354,0.0,103.8,103.8,103.8,36.345,0.0,0,136.95,0.0,5.079,0,185.79,83.85,175.2,64.8,0,0,0.107,2.625,650.25,2525.85,0.0,0.0,0.0,0
200753,recipe,,Vegetarian Mains,"Caprese Salad with Fresh Mozzarella, Tomatoes, and Basil","['Fresh mozzarella cheese', 'Tomatoes', 'Fresh basil leaves', 'Balsamic glaze', 'Salt', 'Black pepper']",{},60.0,2.46,12.12,0,3.6,0.93,0.084,0.093,0.249,0.0,0.0,96.0,183.0,1191.0,18.0,8439.0,309.0,0.138,0.054,1.791,0.234,0.0,39.0,39.0,39.0,21.0,0.0,0,48.9,0.0,1.74,0,22.5,30.0,69.0,30.0,0,0,0.153,0.0,678.0,12.0,0.0,0.0,0.0,0
200754,recipe,,Vegetarian Mains,"Margherita Pizza with Tomato, Basil, and Mozzarella","['Pizza dough', 'Tomato sauce', 'Fresh basil leaves', 'Mozzarella cheese']","{'1': 'Preheat the oven to 450Â°F', '2': 'Roll out the pizza dough on a baking sheet', '3': 'Spread the tomato sauce over the dough', '4': 'Add basil leaves evenly on top', '5': 'Place slices of mozzarella cheese', '6': 'Bake in the oven for 12-15 minutes or until crust is golden and cheese is melted'}",22.0,2.32,1.44,0,1.0,1.36,0.19,0.11,0.722,0.0,0.0,148.0,112.0,1654.0,122.0,0.0,18.0,0.058,0.152,0.32,0.278,2.0,0.0,4.0,2.0,0.0,0.0,0,8.0,0.0,0.02,0,0.4,22.0,42.0,22.0,0,0,0.136,0.8,230.0,1140.0,0.0,0.0,0.0,0
200755,recipe,,Vegetarian Mains,Grilled Portobello Mushrooms,"['Portobello mushrooms', 'Olive oil', 'Balsamic vinegar', 'Garlic powder', 'Salt', 'Black pepper']","{'1': 'Preheat the grill to medium-high heat', '2': 'In a small bowl', '3': 'Brush both sides of the mushrooms with the oil mixture', '4': 'Place mushrooms on the grill and cook for 5-7 minutes per side', '5': 'Serve hot and enjoy!'}",405.0,0.0,0.0,0,0.0,45.0,6.984,30.789,4.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0,0.0,0.0,9.396,0,11.7,0.45,0.0,0.0,0,0,0.0,0.0,0.45,0.9,0.0,0.0,0.0,0
200757,recipe,,Vegetarian Mains,"Vegetarian Burritos with Rice, Beans, and Grilled Vegetables","['Rice', 'Black beans', 'Zucchini', 'Bell pepper', 'Onion', 'Tortillas', 'Olive oil', 'Salt', 'Pepper', 'Cumin', 'Paprika']","{'1': 'Cook rice according to package instructions', '2': 'Drain and rinse black beans', '3': 'Slice zucchini', '4': 'Heat olive oil in a pan', '5': 'Add sliced vegetables', '6': 'Cook until vegetables are tender', '7': 'Heat tortillas in a separate pan', '8': 'Assemble burritos with rice', '9': 'Roll up burritos and serve'}",857.28,19.048,110.834,0,15.856000000000002,39.585,7.548999999999999,22.728,6.311,14.0,0.0,2.0,0.0,18.0,4.0,166.0,26.64,0.491,0.279,4.835,0.296,57.6,30.4,126.88,88.0,59.95400000000001,0.0,0,0.0,0.0,6.546,0,13.784,242.46,550.4,127.68,0,0,0.528,30.048,686.9399999999999,1344.1999999999998,0.0,0.0,0.0,0
200758,recipe,,Vegetarian Mains,Cheese Quesadillas with Salsa and Guacamole,"['Tortillas', 'Cheddar cheese', 'Salsa', 'Avocado', 'Lime juice', 'Salt', 'Cilantro']","{'1': 'Preheat a skillet over medium heat', '2': 'Place a tortilla in the skillet and sprinkle cheddar cheese on top', '3': 'Top with another tortilla and cook until cheese melts', '4': 'Repeat with remaining tortillas and cheese', '5': 'Mash the avocado and mix with lime juice and salt', '6': 'Serve quesadillas with salsa'}",1501.6699999999998,51.07299999999999,100.259,0,20.416,103.081,39.116,37.977,12.457,164.0,521.0,573.9200000000001,52.84,576.4200000000001,76.48,0.0,727.97,0.78,1.3010000000000002,9.112,0.8430000000000001,72.4,224.01,346.33,296.41,77.47800000000001,1.6900000000000002,0,23.575,1.0,7.713999999999999,0,95.281,1234.56,1120.02,165.61,0,0,0.655,63.13600000000001,1476.41,1764.9199999999998,0.0,0.0,0.0,0
200759,recipe,,Vegetarian Mains,Spinach and Feta Spanakopita,"['Spinach', 'Feta cheese', 'Phyllo dough', 'Olive oil', 'Onion', 'Garlic', 'Dill', 'Egg']","{'1': 'Preheat the oven to 375Â°F', '2': 'Saute chopped onion and minced garlic in olive oil', '3': 'Add spinach and cook until wilted', '4': 'Remove from heat and stir in crumbled feta cheese', '5': 'Layer phyllo dough sheets brushing with olive oil in between', '6': 'Spread the spinach mixture over the phyllo layers', '7': 'Fold the phyllo edges over the filling', '8': 'Bake for 30-35 minutes until golden brown'}",568.08,26.842,6.5120000000000005,0,3.362,47.61300000000001,9.89,28.949,4.887,103.5,0.0,566.0,0.0,6800.3,0.0,0.0,12040.96,0.2,0.5670000000000001,1.804,0.749,0.0,235.18,235.18,235.18,196.232,1.575,0,53.6,1.35,10.704,0,978.802,171.16000000000005,171.18,201.0,0,0,0.365,0.738,1234.86,1635.12,0.0,0.0,0.0,0
200764,recipe,,Vegetarian Mains,Vegetable Pot Pie,"['Carrots', 'Potatoes', 'Peas', 'Corn', 'Butter', 'All-purpose flour', 'Vegetable broth', 'Milk', 'Salt', 'Pepper', 'Puff pastry']","{'1': 'Preheat the oven to 375Â°F', '2': 'Peel and dice the carrots and potatoes', '3': 'Cook the carrots', '4': 'In a separate pot', '5': 'Slowly whisk in vegetable broth and milk until smooth', '6': 'Add salt and pepper', '7': 'Combine cooked vegetables with the sauce', '8': 'Pour the mixture into a baking dish', '9': 'Top with puff pastry', '10': 'Bake for 25-30 minutes or until the pastry is golden brown'}",789.0,12.82,37.76,0,15.4,67.98,28.412,24.144,4.397,133.5,476.0,1931.5,5252.5,14791.5,48.0,1.5,4652.0,0.357,0.6589999999999999,4.658,0.835,0.0,231.0,231.0,231.0,89.4,1.04,0,41.25,2.2,5.470000000000001,0,364.9,352.0,355.5,143.0,0,0,0.411,4.15,1887.5,517.5,0.0,0.0,0.0,0
200765,recipe,,Vegetarian Mains,Three Cheese Baked Ziti,"['Ziti pasta', 'Mozzarella cheese', 'Ricotta cheese', 'Parmesan cheese', 'Marinara sauce', 'Salt', 'Pepper']","{'1': 'Preheat the oven to 375Â°F', '2': 'Cook the ziti pasta according to package instructions', '3': 'In a bowl', '4': 'In a baking dish', '5': 'Cover with foil and bake for 20 minutes'}",1048.0,9.21,75.61500000000001,0,3.05,77.215,16.457,16.59,40.778000000000006,33.0,23.5,56.0,60.5,272.5,140.0,0.0,242.5,0.28,0.268,2.012,0.1999999999999999,37.5,36.0,99.5,73.5,36.25,0.2,0,9.2,0.05,7.465,0,217.8,149.0,128.0,32.5,0,0,0.135,13.5,314.0,3043.0,0.0,0.0,0.0,0
200766,recipe,,Vegetarian Mains,"Margherita Panini with Fresh Mozzarella, Tomato, and Basil","['Fresh Mozzarella', 'Tomato', 'Basil', 'Panini bread']","{'1': 'Preheat a panini press or a skillet over medium heat', '2': 'Slice the fresh mozzarella and tomato', '3': 'Layer the fresh mozzarella', '4': 'Top with the second slice of panini bread', '5': 'Place the panini in the panini press or skillet and cook until the bread is toasted and the cheese is melted', '6': 'Remove from heat and serve hot'}",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200768,recipe,,Vegetarian Mains,Vegetarian Lasagna with Ricotta and Spinach,"['Lasagna noodles', 'Ricotta cheese', 'Spinach', 'Mozzarella cheese', 'Parmesan cheese', 'Tomato sauce', 'Garlic', 'Onion', 'Olive oil', 'Salt', 'Pepper', 'Dried oregano']","{'1': 'Preheat the oven to 375Â°F', '2': 'Saute chopped garlic and onion in olive oil', '3': 'Add spinach and cook until wilted', '4': 'Season with salt', '5': 'Layer tomato sauce', '6': 'Repeat the layers', '7': 'Top with remaining mozzarella and Parmesan cheese', '8': 'Cover with foil and bake for 30 minutes', '9': 'Remove foil and bake for an additional 15 minutes until cheese is bubbly and golden'}",567.0799999999999,14.522,30.602,0,5.612,44.088,8.26,22.932,9.15,5.0,11.5,732.5,224.5,8412.8,244.0,0.0,9089.46,0.46,0.7539999999999999,3.148,0.946,41.5,190.18,261.68,231.68,34.68200000000001,0.12,0,56.35,0.05,10.099,0,749.252,202.16000000000005,211.68,193.5,0,0,0.456,12.088,1399.36,2823.12,0.0,0.0,0.0,0
200769,recipe,,Vegetarian Mains,Mushroom Stroganoff,"['Mushrooms', 'Onion', 'Garlic', 'Butter', 'Flour', 'Vegetable broth', 'Sour cream', 'Salt', 'Pepper', 'Parsley']","{'1': 'Chop the onions', '2': 'In a pan', '3': 'Add garlic and mushrooms', '4': 'Stir in flour to create a roux', '5': 'Gradually add vegetable broth', '6': 'Simmer until the sauce thickens', '7': 'Remove from heat', '8': 'Season with salt and pepper', '9': 'Garnish with chopped parsley before serving'}",1221.08,33.172,61.642,0,18.162,96.873,43.16,34.246,6.444999999999999,207.5,678.0,934.0,46.0,2976.3,59.0,0.0,5335.96,0.626,2.774,19.814,1.227,0.0,414.68,414.68,414.68,201.892,2.3,0,51.3,3.1,6.244999999999999,0,431.602,688.36,899.1800000000001,217.5,0,0,1.934,87.788,3688.56,643.02,0.0,0.0,0.0,0
200771,recipe,,Vegetarian Mains,Spinach and Goat Cheese Stuffed Portobello Mushrooms,"['Portobello mushrooms', 'Spinach', 'Goat cheese', 'Garlic', 'Olive oil']","{'1': 'Preheat the oven to 375Â°F', '2': 'Remove stems from portobello mushrooms and clean the caps', '3': 'Sautee garlic and spinach in olive oil until wilted', '4': 'Fill each portobello mushroom with the spinach mixture', '5': 'Top with crumbled goat cheese', '6': 'Bake in the oven for 15-20 minutes until mushrooms are tender'}",489.58,19.927,6.5120000000000005,0,3.362,42.163,8.189,26.148,4.32,69.0,0.0,566.0,0.0,6800.3,0.0,0.0,12040.96,0.189,0.51,1.584,0.654,0.0,234.18,234.18,234.18,144.182,1.05,0,53.6,0.9,10.579,0,977.102,163.16000000000005,143.18,196.5,0,0,0.304,0.688,1219.36,1164.62,0.0,0.0,0.0,0
200773,recipe,,Vegetarian Mains,Veggie Stir-Fried Noodles,"['Vegetable oil', 'Garlic', 'Mixed vegetables', 'Soy sauce', 'Rice noodles', 'Salt']","{'1': 'Boil rice noodles according to package instructions', '2': 'Heat vegetable oil in a pan over medium heat', '3': 'Add minced garlic and sautÃ© until fragrant', '4': 'Add mixed vegetables and stir-fry until tender', '5': 'Drain noodles and add to the pan', '6': 'Drizzle soy sauce and season with salt', '7': 'Toss everything together and cook for another minute before serving'}",533.3,7.538,56.445,0,4.11,30.809,4.222000000000001,12.198,12.333000000000002,0.0,0.0,733.5,3256.5,7179.5,0.0,1.5,463.6,0.146,0.152,1.3890000000000002,0.3979999999999999,0.0,36.3,36.3,36.3,22.75,0.0,0,9.7,0.0,5.996,0,66.56,83.2,150.6,48.1,0,0,0.1709999999999999,9.98,591.8000000000001,2209.1000000000004,0.0,0.0,0.0,0
200774,recipe,,Vegetarian Mains,Ratatouille,"['Eggplant', 'Zucchini', 'Bell pepper', 'Onion', 'Tomatoes', 'Garlic', 'Olive oil', 'Basil']","{'1': 'Preheat the oven to 375Â°F', '2': 'Slice the eggplant', '3': 'Layer the sliced vegetables in a baking dish', '4': 'Top the vegetables with sliced tomatoes and minced garlic', '5': 'Drizzle olive oil over the vegetables', '6': 'Bake for 45 minutes', '7': 'Garnish with fresh basil before serving'}",1174.45,22.133,62.67,0,22.805,99.607,14.736999999999998,53.634,24.689,0.0,0.0,188.0,305.0,2313.75,30.0,14065.0,901.4,1.36,0.598,9.298,0.999,0.0,213.45,213.45,213.45,82.61500000000001,0.0,0,111.4,0.0,15.388000000000002,0,145.45499999999998,465.6,805.95,173.75,0,0,1.848,30.27,2250.6,899.4499999999999,0.0,0.0,0.0,0
200776,recipe,,Vegetarian Mains,"Greek Salad with Feta Cheese, Olives, and Cucumbers","['Feta cheese', 'Olives', 'Cucumbers', 'Tomatoes', 'Red onion', 'Olive oil', 'Lemon juice', 'Dried oregano', 'Salt', 'Pepper']","{'1': 'Combine olive oil', '2': 'Cut cucumbers', '3': 'Add the vegetables to the dressing and toss well', '4': 'Crumble feta cheese on top and scatter olives over the salad before serving'}",742.5,28.100000000000005,38.5,0,4.45,53.96,11.512,33.155,5.385,105.5,8.0,75.0,113.5,786.0,61.0,4219.5,475.5,0.402,0.396,3.51,0.522,21.5,49.5,86.5,71.5,188.39,1.6,0,30.95,1.4500000000000002,8.534,0,58.04999999999999,133.3,214.5,68.5,0,0,0.525,10.6,745.8,2030.6,0.0,0.0,0.0,0
200778,recipe,,Fish Mains,Grilled Salmon with Lemon and Dill,"['Salmon fillet', 'Lemon', 'Dill', 'Salt']","{'1': 'Preheat the grill to medium heat (about 375Â°F)', '2': 'Slice the lemon into thin slices', '3': 'Finely chop the dill', '4': 'Season the salmon with salt', '5': 'Place lemon slices on top of the salmon', '6': 'Grill the salmon for about 4-5 minutes per side', '7': 'Garnish with freshly chopped dill before serving'}",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200780,recipe,,Fish Mains,Pan-Seared Tuna Steak,"['Tuna steak', 'Salt', 'Black pepper', 'Olive oil', 'Butter', 'Garlic']","{'1': 'Season the tuna steak with salt and black pepper', '2': 'Heat olive oil in a pan over medium-high heat', '3': 'Add tuna steak to the pan and sear for 2-3 minutes per side', '4': 'Add butter and crushed garlic to the pan', '5': 'Baste the tuna steak with the garlic-infused butter', '6': 'Remove from heat and let it rest for a few minutes before serving'}",427.18,0.5670000000000001,1.704,0,0.162,46.463,13.781,23.907,3.3600000000000003,47.0,148.8,151.6,0.4,33.9,1.6,0.0,0.96,0.013,0.007,0.042,0.074,0.0,1.18,1.18,1.18,5.241999999999999,0.0,0,0.6,0.08,6.269,0,9.302,15.36,13.58,1.9,0,0,0.019,0.588,28.96,106.42,0.0,0.0,0.0,0
200781,recipe,,Fish Mains,Fish Tacos with Fresh Salsa and Avocado,"['Fish fillet', 'Tortillas', 'Tomato', 'Red onion', 'Cilantro', 'Avocado', 'Lime juice', 'Salt', 'Pepper', 'Olive oil']","{'1': 'Preheat a grill or skillet over medium-high heat', '2': 'Season the fish fillets with salt and pepper', '3': 'Grill the fish for 3-4 minutes per side until cooked through', '4': 'In a bowl', '5': 'Warm the tortillas on the grill or skillet for about 30 seconds per side', '6': 'Assemble the tacos by placing a portion of fish on each tortilla'}",1958.24,110.85399999999998,174.311,0,26.24,92.487,20.313,43.865,17.9,239.0,228.0,314.52,55.440000000000005,952.47,96.68,0.0,787.23,1.7949999999999997,1.345,36.56399999999999,2.635,161.05,269.71000000000004,541.8499999999999,431.51,374.109,0.918,0,30.925,6.550000000000001,14.961,0,132.452,499.15,1675.27,311.93,0,0,1.0770000000000002,203.668,3074.12,2463.57,0.0,0.0,0.0,0
200782,recipe,,Fish Mains,Lemon Garlic Shrimp Scampi,"['Shrimp', 'Lemon', 'Garlic', 'Butter', 'Olive oil', 'Parsley', 'Salt', 'Pepper', 'Pasta']","{'1': 'Boil water in a large pot to cook the pasta', '2': 'Peel and devein the shrimp', '3': 'Squeeze lemon juice and zest from the lemon', '4': 'Melt butter with olive oil in a pan over medium heat', '5': 'Add minced garlic and cook until fragrant', '6': 'Add shrimp', '7': 'Stir in lemon juice and zest', '8': 'Add cooked pasta', '9': 'Garnish with chopped parsley before serving'}",1288.65,63.918,32.029,0,2.3150000000000004,98.659,32.787,38.449,13.846,678.7,630.9,638.2,1.0,101.25,4.0,0.0,30.6,0.324,0.1939999999999999,9.426,0.917,28.0,75.75,119.75,103.75,378.99,4.12,0,1.5,0.6300000000000001,15.465000000000002,0,36.185,297.25,1141.85,115.05,0,0,0.906,137.16,622.9499999999999,1716.85,0.0,0.0,0.0,0
